P1,F
-4.837967593518703,-332.14027312053366
-4.835967193438687,-320.51124157469053
-4.833966793358671,-340.05201572025226
-4.831966393278655,-342.5337292667268
-4.829965993198639,-339.0461914147023
-4.827965593118623,-324.4547754395944
-4.825965193038607,-329.90180891038636
-4.823964792958591,-338.06779304354507
-4.821964392878575,-327.2187351380696
-4.819963992798559,-330.9621997594017
-4.817963592718543,-321.82843830749624
-4.815963192638527,-338.1176791437194
-4.813962792558511,-333.95637655113546
-4.811962392478495,-334.18379024069617
-4.809961992398479,-344.48115841483093
-4.807961592318463,-326.468452842831
-4.805961192238447,-326.40309588339045
-4.803960792158431,-328.5468531981363
-4.801960392078415,-330.5285442812566
-4.799959991998399,-341.92141143043966
-4.797959591918383,-331.5595340354193
-4.795959191838367,-330.3659483621769
-4.793958791758351,-334.54764372549573
-4.791958391678335,-327.7241412894505
-4.789957991598319,-321.6575339032098
-4.787957591518303,-306.4232867727823
-4.785957191438287,-323.12681584098283
-4.783956791358271,-321.88488297328183
-4.781956391278255,-324.7929835320877
-4.779955991198239,-342.8247184599548
-4.777955591118223,-323.49097128853043
-4.775955191038207,-322.21270081215073
-4.773954790958191,-297.7720961705935
-4.771954390878175,-323.91798518941897
-4.769953990798159,-318.56910408262274
-4.767953590718143,-321.5222407414656
-4.765953190638127,-332.4527923890796
-4.763952790558112,-308.9290161221358
-4.761952390478096,-312.42948933666366
-4.75995199039808,-311.630418587104
-4.757951590318064,-328.2268738531558
-4.755951190238048,-304.697660153106
-4.753950790158032,-332.3370604131466
-4.751950390078016,-312.04326779138967
-4.749949989998,-295.60091369278643
-4.747949589917984,-327.0048065569259
-4.745949189837968,-322.356735945532
-4.743948789757952,-315.2919021875792
-4.741948389677936,-320.9181712695484
-4.73994798959792,-330.9853894858718
-4.737947589517904,-314.38880728678083
-4.735947189437888,-325.2934973004532
-4.733946789357872,-309.53090010982515
-4.731946389277856,-323.0577719920473
-4.72994598919784,-297.9612316695271
-4.727945589117824,-320.89049540543266
-4.725945189037808,-315.8763049547829
-4.723944788957792,-304.1185853338871
-4.721944388877776,-324.1608086468961
-4.71994398879776,-309.1763142275169
-4.717943588717744,-297.97857409367793
-4.715943188637728,-326.7242618729144
-4.713942788557712,-308.40285851654846
-4.711942388477696,-307.2504762736398
-4.70994198839768,-301.6315220082
-4.707941588317664,-321.42004359611326
-4.705941188237648,-321.85622748695835
-4.703940788157632,-303.03370953206706
-4.701940388077616,-304.8850811072755
-4.6999399879976,-304.95214066268437
-4.697939587917584,-303.5950669287871
-4.695939187837568,-313.4626144841472
-4.693938787757552,-303.9429867842628
-4.691938387677536,-302.93829360921535
-4.68993798759752,-312.6163650635273
-4.687937587517504,-286.4192761235235
-4.685937187437488,-299.9432000441201
-4.683936787357472,-316.19940976600424
-4.681936387277456,-297.3260216267658
-4.67993598719744,-313.24389456880385
-4.677935587117424,-295.2320890727462
-4.675935187037408,-291.12317350986416
-4.673934786957392,-310.5224834752634
-4.671934386877376,-292.28876664906574
-4.66993398679736,-297.4019228357745
-4.667933586717344,-292.91667103860675
-4.665933186637328,-281.77721957111913
-4.663932786557312,-302.80724339840316
-4.661932386477296,-307.4992726601873
-4.65993198639728,-308.4659398845414
-4.657931586317264,-307.33811865896354
-4.655931186237248,-299.5605886297362
-4.653930786157232,-294.9879428748911
-4.651930386077216,-295.2427809343098
-4.6499299859972,-289.3484178148058
-4.647929585917184,-297.10112769286025
-4.645929185837168,-282.30703693137
-4.643928785757152,-299.100511767371
-4.641928385677136,-268.86415199780134
-4.63992798559712,-289.421404767325
-4.637927585517104,-303.86222259890036
-4.635927185437088,-305.61247486950975
-4.633926785357072,-289.69206251094
-4.631926385277056,-296.3649850673292
-4.62992598519704,-286.6042564559878
-4.627925585117024,-288.62612282206425
-4.625925185037008,-293.70135920922564
-4.6239247849569916,-301.0559114780783
-4.6219243848769755,-307.35168381478366
-4.6199239847969595,-296.2839312708331
-4.6179235847169435,-282.8706967567866
-4.6159231846369275,-288.90998283211206
-4.6139227845569115,-303.1248761133744
-4.6119223844768955,-288.5525794559445
-4.6099219843968795,-286.04844749664466
-4.6079215843168635,-298.3577602826096
-4.6059211842368475,-287.59983139091014
-4.6039207841568315,-288.17322355468826
-4.6019203840768155,-299.8035736211665
-4.5999199839967995,-284.41488841393215
-4.5979195839167835,-282.0041394550436
-4.5959191838367675,-276.40102617095414
-4.5939187837567514,-276.3134030049221
-4.591918383676735,-300.24833302190336
-4.589917983596719,-295.4704363089555
-4.587917583516703,-280.56271041151376
-4.585917183436687,-280.1964112105119
-4.583916783356671,-279.80533181075845
-4.581916383276655,-246.05036189552143
-4.579915983196639,-278.49096985336513
-4.577915583116623,-272.46674660261084
-4.575915183036607,-273.90524315541046
-4.573914782956591,-276.55453566092916
-4.571914382876575,-285.844657457668
-4.569913982796559,-274.7261189531554
-4.567913582716543,-289.6682386157471
-4.565913182636527,-283.9326768714281
-4.563912782556511,-286.0429594932627
-4.561912382476495,-279.9957445652525
-4.559911982396479,-257.2933908256387
-4.557911582316463,-298.73844739657693
-4.555911182236447,-272.82934084614124
-4.553910782156431,-295.44557689786444
-4.551910382076415,-283.6645402927122
-4.549909981996399,-267.6828469826759
-4.547909581916383,-277.55701180352224
-4.545909181836367,-288.6050463964061
-4.543908781756351,-284.60874976877153
-4.541908381676335,-270.28817653821994
-4.539907981596319,-284.0165888443827
-4.537907581516303,-274.1774321351994
-4.535907181436287,-275.51572199586576
-4.533906781356271,-282.1171929508371
-4.531906381276255,-253.7918242333047
-4.529905981196239,-268.52247698297435
-4.527905581116223,-294.7438214360583
-4.525905181036207,-272.25890692476014
-4.523904780956191,-280.3726952186688
-4.521904380876175,-264.862203573025
-4.519903980796159,-280.9437763627019
-4.517903580716143,-273.79829101373036
-4.515903180636127,-267.23373684915595
-4.513902780556111,-263.25906601228434
-4.511902380476095,-283.552915470608
-4.509901980396079,-274.52862219147755
-4.507901580316063,-275.5670462205623
-4.505901180236047,-276.98519340935474
-4.503900780156031,-252.43199121016548
-4.501900380076015,-265.67167344333313
-4.499899979995999,-281.9656113027803
-4.497899579915983,-259.8137576178039
-4.495899179835967,-247.40674442549528
-4.493898779755951,-257.93990693164176
-4.491898379675935,-283.09483602840027
-4.489897979595919,-272.38037747531837
-4.487897579515903,-254.50614903458776
-4.485897179435887,-273.88950222035584
-4.483896779355871,-262.0124834342494
-4.481896379275855,-258.342530302705
-4.479895979195839,-274.9966914997226
-4.477895579115823,-265.9614789730733
-4.475895179035807,-297.41805997914344
-4.473894778955791,-274.8887465511903
-4.471894378875775,-266.8103574604847
-4.469893978795759,-276.40263568013165
-4.467893578715743,-247.24114069623502
-4.465893178635727,-277.5074392072775
-4.463892778555711,-267.24756365972604
-4.461892378475695,-261.1811279138589
-4.459891978395679,-247.71753707481477
-4.457891578315663,-276.1309489967322
-4.455891178235647,-249.78306857946959
-4.453890778155631,-260.95507505943766
-4.451890378075615,-270.51551255717396
-4.449889977995599,-255.7227323454828
-4.447889577915583,-257.99683169407564
-4.445889177835567,-265.6335793592803
-4.443888777755551,-258.57769190777503
-4.441888377675535,-262.7734709842901
-4.439887977595519,-257.4301037650853
-4.437887577515503,-251.58923247415407
-4.435887177435487,-241.99595271543294
-4.433886777355471,-269.8801770343455
-4.431886377275455,-235.8179088362871
-4.429885977195439,-276.3156603383433
-4.427885577115423,-257.9594921331521
-4.425885177035407,-250.2056468929513
-4.423884776955391,-252.92639684668407
-4.421884376875375,-261.61112593562774
-4.419883976795359,-257.11348695744556
-4.417883576715343,-259.61072587588933
-4.415883176635327,-260.22313438906207
-4.413882776555311,-245.48255421053292
-4.411882376475295,-250.0578266089339
-4.409881976395279,-260.20680149166344
-4.407881576315263,-243.93174849374208
-4.405881176235247,-249.5051112427846
-4.403880776155231,-244.10016181700945
-4.401880376075215,-245.58348834629695
-4.399879975995199,-259.82103769708715
-4.397879575915183,-256.78452573028227
-4.395879175835167,-243.36172379155252
-4.393878775755151,-244.38321833286298
-4.391878375675135,-250.3485145571052
-4.389877975595119,-248.61911875640905
-4.387877575515103,-236.6689538013265
-4.385877175435087,-255.0148428708771
-4.383876775355071,-243.28199730363428
-4.381876375275055,-250.42905553791078
-4.379875975195039,-250.23841456541626
-4.377875575115023,-236.72862301009275
-4.375875175035007,-239.11733237006712
-4.373874774954991,-238.8918190189993
-4.371874374874975,-233.62786187150996
-4.369873974794959,-246.12866099167593
-4.367873574714943,-239.1755339168205
-4.365873174634927,-248.75441003020114
-4.363872774554911,-242.06707224252216
-4.361872374474895,-246.26747393878034
-4.359871974394879,-243.65370555334388
-4.357871574314863,-238.3300307934536
-4.355871174234847,-252.1220576170069
-4.353870774154831,-222.67454151287822
-4.351870374074815,-253.31746517391542
-4.349869973994799,-255.05836803601963
-4.347869573914783,-230.99487703831758
-4.345869173834767,-234.3191758707303
-4.3438687737547514,-235.65473470465886
-4.341868373674735,-235.27292073105085
-4.339867973594719,-241.33959924028227
-4.337867573514703,-249.8507435103107
-4.335867173434687,-239.78153494858776
-4.333866773354671,-246.97289068806572
-4.331866373274655,-230.1120814444472
-4.329865973194639,-240.99616981850025
-4.327865573114623,-247.44319707134574
-4.325865173034607,-242.06502435089354
-4.323864772954591,-234.38510380946508
-4.321864372874575,-243.81522774094714
-4.319863972794559,-246.06406132799964
-4.317863572714543,-235.06917157149962
-4.315863172634527,-234.72087529998396
-4.313862772554511,-241.90478095591746
-4.311862372474495,-241.21085117192055
-4.309861972394479,-233.8453982340019
-4.307861572314463,-250.31248094861564
-4.305861172234447,-249.57232549360896
-4.303860772154431,-242.3484903246192
-4.301860372074415,-236.96518999342877
-4.299859971994399,-231.3886230424232
-4.297859571914383,-219.41142646479182
-4.295859171834367,-225.2559919078559
-4.293858771754351,-235.09988237071735
-4.291858371674335,-233.35887736284874
-4.289857971594319,-242.86253628038412
-4.287857571514303,-232.69121033747308
-4.285857171434287,-235.06181055956614
-4.283856771354271,-228.6174924649856
-4.281856371274255,-239.78674996299102
-4.279855971194239,-225.9910462611706
-4.277855571114223,-215.52750142259782
-4.275855171034207,-231.6131793150738
-4.273854770954191,-226.17945587215135
-4.271854370874175,-222.96643627933258
-4.269853970794159,-233.5516917151861
-4.267853570714143,-226.97048053060217
-4.265853170634127,-228.75770710167512
-4.263852770554111,-227.57940314911326
-4.261852370474095,-235.9591021185
-4.259851970394079,-227.65704965884854
-4.257851570314063,-222.5956224425385
-4.255851170234047,-212.73792991857363
-4.253850770154031,-217.33072492109252
-4.251850370074015,-205.06598219205276
-4.249849969993999,-233.9459622369892
-4.247849569913983,-217.22426619347254
-4.245849169833967,-223.78934442341028
-4.243848769753951,-203.40033289218889
-4.241848369673935,-233.05724850085988
-4.239847969593919,-233.0476930273434
-4.237847569513903,-230.32091540940115
-4.235847169433887,-245.242765794596
-4.233846769353871,-228.93848346786774
-4.231846369273855,-230.94968952509808
-4.229845969193839,-221.53215951815233
-4.227845569113823,-219.296576769262
-4.225845169033807,-203.63077180567342
-4.223844768953791,-212.56688986936342
-4.221844368873775,-227.5191170997463
-4.219843968793759,-230.41348364292426
-4.217843568713743,-216.18970555102783
-4.215843168633727,-233.99109347919878
-4.213842768553711,-202.15434155550918
-4.211842368473695,-208.35499932997462
-4.209841968393679,-224.5219317553573
-4.207841568313663,-236.6425984522433
-4.205841168233647,-205.65391043251984
-4.203840768153631,-220.01971658126828
-4.201840368073615,-206.1781417612179
-4.199839967993599,-234.1828708746623
-4.197839567913583,-223.91493643149198
-4.195839167833567,-217.5516434853909
-4.193838767753551,-216.81747104684038
-4.191838367673535,-221.47143027840534
-4.189837967593519,-210.42607675238668
-4.187837567513503,-227.01488267097355
-4.185837167433487,-217.4468771735973
-4.183836767353471,-214.50483145336648
-4.181836367273455,-210.24840623377696
-4.179835967193439,-207.961953810046
-4.177835567113423,-226.0101325944891
-4.175835167033407,-229.79076339316074
-4.173834766953391,-201.3590642569457
-4.171834366873375,-210.49920378260686
-4.169833966793359,-220.9940211866996
-4.167833566713343,-197.684748332813
-4.165833166633327,-211.72693421610026
-4.163832766553311,-200.77842124938118
-4.161832366473295,-211.5842207228225
-4.159831966393279,-191.34023850683496
-4.157831566313263,-194.0829211776948
-4.155831166233247,-213.8148824170438
-4.153830766153231,-201.29874209240356
-4.151830366073215,-204.25020197127108
-4.149829965993199,-196.70745480836945
-4.147829565913183,-219.73311281337288
-4.145829165833167,-202.91377019468845
-4.143828765753151,-198.88074513241358
-4.141828365673135,-226.7433885464265
-4.139827965593119,-220.67988082110173
-4.137827565513103,-228.93121767116997
-4.135827165433087,-210.92486247992943
-4.133826765353071,-200.7475677181426
-4.131826365273055,-192.59191365037736
-4.129825965193039,-206.56732787290588
-4.127825565113023,-190.71520919360094
-4.125825165033007,-220.4957655260307
-4.123824764952991,-223.42225881027258
-4.121824364872975,-206.6378919127113
-4.119823964792959,-201.9360378314746
-4.117823564712943,-205.79821394494311
-4.115823164632927,-225.8405582094611
-4.113822764552911,-205.75250480708945
-4.111822364472895,-217.60146293366202
-4.109821964392879,-197.55580212663128
-4.107821564312863,-200.2826008658612
-4.105821164232847,-213.04373278349468
-4.103820764152831,-208.4802514243864
-4.101820364072815,-213.6306603940279
-4.099819963992799,-203.36255452122307
-4.097819563912783,-192.8818740219796
-4.095819163832767,-211.9883865299093
-4.0938187637527506,-196.78878476791206
-4.0918183636727345,-206.83024483623987
-4.0898179635927185,-209.15511043336585
-4.0878175635127025,-201.99569375323037
-4.0858171634326865,-210.97711586145
-4.0838167633526705,-205.8607824708421
-4.0818163632726545,-212.002959275829
-4.0798159631926385,-180.07711396171658
-4.0778155631126225,-199.0722085763865
-4.0758151630326065,-206.12287170144975
-4.0738147629525905,-196.68688361571228
-4.0718143628725745,-199.65132275351743
-4.0698139627925585,-200.4393910734335
-4.0678135627125425,-191.78997404301035
-4.0658131626325265,-190.05880290807954
-4.0638127625525104,-202.64142330544416
-4.061812362472494,-202.79741876816377
-4.059811962392478,-199.4928704331169
-4.057811562312462,-219.4649746322588
-4.055811162232446,-211.30137540952347
-4.05381076215243,-182.18471605097378
-4.051810362072414,-179.1080675194469
-4.049809961992398,-197.75268282613752
-4.047809561912382,-189.2016222791168
-4.045809161832366,-191.55985140224024
-4.04380876175235,-163.58899731593826
-4.041808361672334,-182.8878000096874
-4.039807961592318,-195.06875988902442
-4.037807561512302,-203.0513142129592
-4.035807161432286,-209.26698968073705
-4.03380676135227,-190.8747974850772
-4.031806361272254,-200.1801392124759
-4.029805961192238,-206.54665717770195
-4.027805561112222,-198.49762750836524
-4.025805161032206,-202.5554474043347
-4.02380476095219,-174.57690969366544
-4.021804360872174,-182.34057698096004
-4.019803960792158,-190.94563915546095
-4.017803560712142,-175.775699086925
-4.015803160632126,-189.51097453048334
-4.01380276055211,-198.60730600489384
-4.011802360472094,-174.47331871299733
-4.009801960392078,-184.0258435082745
-4.007801560312062,-199.49807876907096
-4.005801160232046,-190.73996596449948
-4.00380076015203,-197.30401220845314
-4.001800360072014,-202.0873658641899
-3.999799959991998,-178.70942020408347
-3.997799559911982,-168.5891445003779
-3.995799159831966,-201.38138982568938
-3.99379875975195,-181.47871271566405
-3.991798359671934,-193.3278094374265
-3.989797959591918,-191.40590377197384
-3.987797559511902,-192.17214274522792
-3.985797159431886,-194.6019520044571
-3.98379675935187,-185.19095592525125
-3.981796359271854,-193.70008821398494
-3.979795959191838,-182.40072044129923
-3.977795559111822,-185.32265810277363
-3.975795159031806,-186.92503230200612
-3.97379475895179,-193.32674965060653
-3.971794358871774,-189.7346737604246
-3.969793958791758,-176.12918170465036
-3.967793558711742,-178.39034153436012
-3.965793158631726,-192.8917711017284
-3.96379275855171,-181.83988649394615
-3.961792358471694,-175.03661471628618
-3.959791958391678,-198.96210052616706
-3.957791558311662,-176.55229277520053
-3.955791158231646,-188.33026434751568
-3.95379075815163,-175.7164570621073
-3.951790358071614,-188.7737370902837
-3.949789957991598,-198.90895295107487
-3.947789557911582,-196.85482724149747
-3.945789157831566,-179.81810866886684
-3.94378875775155,-177.42157260157285
-3.941788357671534,-188.78208741954452
-3.939787957591518,-173.07340405275878
-3.937787557511502,-195.7952205134871
-3.935787157431486,-179.56179276168209
-3.93378675735147,-190.73241514730495
-3.931786357271454,-184.862155948147
-3.929785957191438,-177.59163307929344
-3.927785557111422,-186.39186142543002
-3.925785157031406,-181.35567410873594
-3.92378475695139,-167.16986423776828
-3.921784356871374,-182.7246673141606
-3.919783956791358,-168.32206626874913
-3.9177835567113424,-187.69957704381676
-3.9157831566313264,-170.82827001920978
-3.9137827565513104,-161.4347109421014
-3.9117823564712944,-200.29120940538024
-3.9097819563912783,-183.2683659752619
-3.9077815563112623,-169.25362278213788
-3.9057811562312463,-176.78001002060932
-3.9037807561512303,-170.76359086146587
-3.9017803560712143,-180.24067608201383
-3.8997799559911983,-173.06098200039392
-3.8977795559111823,-175.2099887858152
-3.8957791558311663,-161.7020131244856
-3.8937787557511503,-170.56252322559212
-3.8917783556711343,-169.4578834196177
-3.8897779555911183,-176.6801384035183
-3.8877775555111023,-177.1651698610145
-3.8857771554310863,-176.34270840846733
-3.8837767553510703,-167.80090390436885
-3.8817763552710542,-175.68384867804787
-3.8797759551910382,-168.30511344230084
-3.8777755551110222,-150.17799162187012
-3.8757751550310062,-161.95016948262054
-3.87377475495099,-173.65134791469583
-3.871774354870974,-158.1089484708385
-3.869773954790958,-173.93209540144807
-3.867773554710942,-189.9631197369734
-3.865773154630926,-179.39354879945242
-3.86377275455091,-187.7516946526553
-3.861772354470894,-172.29027833787654
-3.859771954390878,-168.32260591949662
-3.857771554310862,-151.4743408173435
-3.855771154230846,-164.7016423018479
-3.85377075415083,-169.89440115357405
-3.851770354070814,-159.1420974621626
-3.849769953990798,-189.2805412110182
-3.847769553910782,-164.54635468113887
-3.845769153830766,-158.92743761489695
-3.84376875375075,-181.15581830927755
-3.841768353670734,-154.66655857920642
-3.839767953590718,-162.45355481412574
-3.837767553510702,-169.72609447978323
-3.835767153430686,-158.9803695612424
-3.83376675335067,-142.33650881152965
-3.831766353270654,-162.96030014790884
-3.829765953190638,-162.03255814197604
-3.827765553110622,-168.84445016034647
-3.825765153030606,-172.4856377289491
-3.82376475295059,-155.420464303522
-3.821764352870574,-172.0215645839361
-3.819763952790558,-162.48224308566972
-3.817763552710542,-167.71193419157783
-3.815763152630526,-157.88329072148613
-3.81376275255051,-159.07447202597797
-3.811762352470494,-151.7739724369533
-3.809761952390478,-166.9880892254657
-3.807761552310462,-164.3255023598525
-3.805761152230446,-171.15349220327064
-3.8037607521504304,-165.5481638091793
-3.8017603520704144,-157.07187642129554
-3.7997599519903984,-153.01491916488536
-3.7977595519103824,-169.54665624489243
-3.7957591518303664,-151.3694150219328
-3.7937587517503504,-146.24984025882284
-3.7917583516703344,-155.4128876984414
-3.7897579515903184,-140.52056960474056
-3.7877575515103024,-166.76798369275
-3.7857571514302863,-171.21847553388545
-3.7837567513502703,-176.3012404724484
-3.7817563512702543,-143.2959768906392
-3.7797559511902383,-151.45541785952034
-3.7777555511102223,-158.29784780101355
-3.7757551510302063,-154.68551360479051
-3.7737547509501903,-168.4835610801975
-3.7717543508701743,-132.51489336932926
-3.7697539507901583,-155.42421557900147
-3.7677535507101423,-155.36676521684694
-3.7657531506301263,-148.94760407485063
-3.7637527505501103,-151.14000639012514
-3.7617523504700943,-153.45635795698237
-3.7597519503900783,-163.34531320104836
-3.7577515503100622,-150.4715263325107
-3.7557511502300462,-136.111876862763
-3.7537507501500302,-141.22410381188723
-3.7517503500700142,-138.49289083116113
-3.749749949989998,-159.28363692009313
-3.747749549909982,-163.8145215066148
-3.745749149829966,-154.9236055992084
-3.74374874974995,-152.85602017135662
-3.741748349669934,-142.21915666332808
-3.739747949589918,-169.83379021265554
-3.737747549509902,-137.36198215796045
-3.735747149429886,-153.9861750009187
-3.73374674934987,-156.42378645858182
-3.731746349269854,-162.02516819301826
-3.729745949189838,-168.20210863362692
-3.727745549109822,-143.17152219905995
-3.725745149029806,-150.42000299557577
-3.72374474894979,-163.80301465463543
-3.721744348869774,-163.60468458452414
-3.719743948789758,-153.76250313626377
-3.717743548709742,-133.4654680986683
-3.715743148629726,-152.50289185803655
-3.71374274854971,-164.68997050897212
-3.711742348469694,-151.8678017485068
-3.709741948389678,-151.88970428735973
-3.707741548309662,-175.8836997098273
-3.705741148229646,-149.21041370032478
-3.70374074814963,-150.72970901208848
-3.701740348069614,-141.21146551275626
-3.699739947989598,-129.43740029427286
-3.697739547909582,-136.4150095189454
-3.695739147829566,-150.12351163444217
-3.69373874774955,-158.25411493046937
-3.691738347669534,-121.20975498031427
-3.689737947589518,-146.10593175394325
-3.687737547509502,-146.31385202366243
-3.685737147429486,-146.4496902859379
-3.68373674734947,-143.98315175846093
-3.681736347269454,-147.16342877184982
-3.679735947189438,-151.21253519896646
-3.677735547109422,-150.70086006711816
-3.675735147029406,-145.31642378433426
-3.67373474694939,-150.18002397979558
-3.671734346869374,-151.6313838962502
-3.669733946789358,-143.19603806423098
-3.667733546709342,-146.56779111359407
-3.665733146629326,-128.73603183427198
-3.66373274654931,-170.04386662313368
-3.661732346469294,-132.3775707333886
-3.659731946389278,-130.59052179126502
-3.657731546309262,-163.544274110083
-3.655731146229246,-145.99650925861073
-3.65373074614923,-146.0435668275301
-3.651730346069214,-156.1640631383881
-3.649729945989198,-149.6271641205427
-3.647729545909182,-152.71506963841605
-3.645729145829166,-123.8471834302589
-3.64372874574915,-131.77394321128483
-3.641728345669134,-128.1762779245228
-3.639727945589118,-133.436472275091
-3.637727545509102,-151.70533683402243
-3.635727145429086,-145.42191001215588
-3.63372674534907,-135.0451118416818
-3.631726345269054,-151.9225473804917
-3.629725945189038,-132.33395841638156
-3.627725545109022,-141.63013157105553
-3.625725145029006,-142.738281837088
-3.6237247449489898,-131.64393140833758
-3.6217243448689738,-134.07461631686886
-3.6197239447889578,-141.89089029976654
-3.6177235447089418,-126.45217054218317
-3.6157231446289257,-148.62060236639138
-3.6137227445489097,-131.41537397174704
-3.6117223444688937,-131.40873870444722
-3.6097219443888777,-140.20049706826993
-3.6077215443088617,-133.60924384767895
-3.6057211442288457,-149.14751108880805
-3.6037207441488297,-127.16216610353919
-3.6017203440688137,-138.0177782024032
-3.5997199439887977,-141.16256701315422
-3.5977195439087817,-125.2120838031245
-3.5957191438287657,-142.51271135990308
-3.5937187437487497,-149.3212448064594
-3.5917183436687337,-150.57053981769076
-3.5897179435887177,-128.71202351581658
-3.5877175435087016,-147.34455006416385
-3.5857171434286856,-116.76070664830591
-3.5837167433486696,-154.89659275086922
-3.5817163432686536,-116.88164332386162
-3.5797159431886376,-131.50519865622687
-3.5777155431086216,-134.35192861112276
-3.5757151430286056,-138.6036702232623
-3.5737147429485896,-128.93305762890787
-3.5717143428685736,-133.0709626243482
-3.5697139427885576,-121.4320508739346
-3.5677135427085416,-131.09350442372195
-3.5657131426285256,-130.50373149012222
-3.5637127425485096,-135.41409625534777
-3.5617123424684936,-132.11891208887135
-3.5597119423884775,-128.24317642708826
-3.5577115423084615,-148.19487270873367
-3.5557111422284455,-144.34729392710688
-3.5537107421484295,-123.2053058033425
-3.5517103420684135,-128.70205536936103
-3.5497099419883975,-132.02356194670273
-3.5477095419083815,-129.77266376643558
-3.5457091418283655,-126.25471609467812
-3.5437087417483495,-134.901915395799
-3.5417083416683335,-137.06140654025796
-3.5397079415883175,-127.09420253381982
-3.5377075415083015,-138.61093362045483
-3.5357071414282855,-124.51948386352709
-3.5337067413482695,-145.4029077121907
-3.5317063412682534,-117.86083007438296
-3.5297059411882374,-123.20198078593633
-3.5277055411082214,-125.14348166986915
-3.5257051410282054,-117.65294667292133
-3.5237047409481894,-110.60144351946015
-3.5217043408681734,-116.88907257386859
-3.5197039407881574,-145.21835446149834
-3.5177035407081414,-139.38247425975257
-3.5157031406281254,-132.6122361895612
-3.5137027405481094,-125.88073896261368
-3.5117023404680934,-120.74291139997072
-3.5097019403880774,-132.95504481987243
-3.5077015403080614,-123.60829692689224
-3.5057011402280454,-132.80840443408457
-3.5037007401480293,-131.14861619083567
-3.5017003400680133,-138.87916454715347
-3.4996999399879973,-133.82425368083904
-3.4976995399079813,-137.88838699616937
-3.4956991398279653,-133.91014512518626
-3.4936987397479493,-113.39511807578583
-3.4916983396679333,-133.2059000235929
-3.4896979395879173,-97.16871708318041
-3.4876975395079013,-118.34023667781135
-3.4856971394278853,-121.20618361943615
-3.4836967393478693,-131.41950289857382
-3.4816963392678533,-115.61445746957445
-3.4796959391878373,-128.1558164753841
-3.4776955391078213,-120.96147265424776
-3.4756951390278052,-96.36310849997486
-3.4736947389477892,-122.70718631205084
-3.4716943388677732,-110.03673769018275
-3.4696939387877572,-128.34436890454074
-3.467693538707741,-121.44587317641462
-3.465693138627725,-103.1716153070874
-3.4636927385477096,-126.93317526306554
