P1,F
-4.8519703940788155,-338.6696818444862
-4.8499699939987995,-338.2460226938315
-4.8479695939187835,-337.8227128807374
-4.8459691938387675,-337.39975226111756
-4.8439687937587514,-336.97714069088545
-4.841968393678735,-336.55487802595457
-4.839967993598719,-336.13296412223866
-4.837967593518703,-335.71139883565115
-4.835967193438687,-335.2901820221057
-4.833966793358671,-334.8693135375158
-4.831966393278655,-334.448793237795
-4.829965993198639,-334.02862097885696
-4.827965593118623,-333.60879661661517
-4.825965193038607,-333.1893200069832
-4.823964792958591,-332.77019100587466
-4.821964392878575,-332.35140946920313
-4.819963992798559,-331.9329752528821
-4.817963592718543,-331.51488821282516
-4.815963192638527,-331.0971482049459
-4.813962792558511,-330.6797550851578
-4.811962392478495,-330.2627087093746
-4.809961992398479,-329.8460089335097
-4.807961592318463,-329.42965561347677
-4.805961192238447,-329.01364860518936
-4.803960792158431,-328.5979877645609
-4.801960392078415,-328.1826729475051
-4.799959991998399,-327.7677040099355
-4.797959591918383,-327.3530808077657
-4.795959191838367,-326.9388031969092
-4.793958791758351,-326.52487103327957
-4.791958391678335,-326.11128417279036
-4.789957991598319,-325.6980424713552
-4.787957591518303,-325.2851457848876
-4.785957191438287,-324.8725939693012
-4.783956791358271,-324.4603868805095
-4.781956391278255,-324.04852437442605
-4.779955991198239,-323.6370063069644
-4.777955591118223,-323.22583253403826
-4.775955191038207,-322.815002911561
-4.773954790958191,-322.40451729544634
-4.771954390878175,-321.9943755416077
-4.769953990798159,-321.58457750595886
-4.767953590718143,-321.17512304441317
-4.765953190638127,-320.7660120128843
-4.763952790558112,-320.35724426728603
-4.761952390478096,-319.9488196635314
-4.75995199039808,-319.54073805753444
-4.757951590318064,-319.1329993052084
-4.755951190238048,-318.725603262467
-4.753950790158032,-318.3185497852238
-4.751950390078016,-317.91183872939234
-4.749949989998,-317.5054699508862
-4.747949589917984,-317.09944330561905
-4.745949189837968,-316.69375864950433
-4.743948789757952,-316.2884158384556
-4.741948389677936,-315.8834147283864
-4.73994798959792,-315.47875517521044
-4.737947589517904,-315.0744370348411
-4.735947189437888,-314.67046016319216
-4.733946789357872,-314.266824416177
-4.731946389277856,-313.8635296497093
-4.72994598919784,-313.4605757197025
-4.727945589117824,-313.0579624820703
-4.725945189037808,-312.65568979272615
-4.723944788957792,-312.25375750758377
-4.721944388877776,-311.85216548255653
-4.71994398879776,-311.4509135735582
-4.717943588717744,-311.0500016365022
-4.715943188637728,-310.6494295273021
-4.713942788557712,-310.2491971018715
-4.711942388477696,-309.84930421612404
-4.70994198839768,-309.4497507259731
-4.707941588317664,-309.05053648733247
-4.705941188237648,-308.6516613561156
-4.703940788157632,-308.253125188236
-4.701940388077616,-307.85492783960734
-4.6999399879976,-307.4570691661431
-4.697939587917584,-307.05954902375686
-4.695939187837568,-306.6623672683623
-4.693938787757552,-306.26552375587283
-4.691938387677536,-305.86901834220214
-4.68993798759752,-305.4728508832637
-4.687937587517504,-305.0770212349711
-4.685937187437488,-304.68152925323795
-4.683936787357472,-304.28637479397776
-4.681936387277456,-303.8915577131041
-4.67993598719744,-303.4970778665306
-4.677935587117424,-303.10293511017073
-4.675935187037408,-302.7091292999382
-4.673934786957392,-302.3156602917463
-4.671934386877376,-301.922527941509
-4.66993398679736,-301.5297321051395
-4.667933586717344,-301.1372726385516
-4.665933186637328,-300.7451493976586
-4.663932786557312,-300.3533622383745
-4.661932386477296,-299.96191101661236
-4.65993198639728,-299.57079558828616
-4.657931586317264,-299.18001580930917
-4.655931186237248,-298.78957153559514
-4.653930786157232,-298.3994626230575
-4.651930386077216,-298.00968892761
-4.6499299859972,-297.62025030516605
-4.647929585917184,-297.2311466116393
-4.645929185837168,-296.84237770294317
-4.643928785757152,-296.45394343499146
-4.641928385677136,-296.06584366369754
-4.63992798559712,-295.67807824497504
-4.637927585517104,-295.29064703473756
-4.635927185437088,-294.9035498888986
-4.633926785357072,-294.5167866633718
-4.631926385277056,-294.13035721407067
-4.62992598519704,-293.7442613969087
-4.627925585117024,-293.3584990677997
-4.625925185037008,-292.97307008265693
-4.6239247849569916,-292.5879742973943
-4.6219243848769755,-292.203211567925
-4.6199239847969595,-291.8187817501629
-4.6179235847169435,-291.4346847000213
-4.6159231846369275,-291.0509202734141
-4.6139227845569115,-290.6674883262545
-4.6119223844768955,-290.2843887144563
-4.6099219843968795,-289.90162129393303
-4.6079215843168635,-289.51918592059826
-4.6059211842368475,-289.1370824503654
-4.6039207841568315,-288.7553107391483
-4.6019203840768155,-288.37387064286025
-4.5999199839967995,-287.992762017415
-4.5979195839167835,-287.611984718726
-4.5959191838367675,-287.2315386027069
-4.5939187837567514,-286.8514235252712
-4.591918383676735,-286.4716393423325
-4.589917983596719,-286.0921859098043
-4.587917583516703,-285.71306308360033
-4.585917183436687,-285.334270719634
-4.583916783356671,-284.9558086738189
-4.581916383276655,-284.57767680206865
-4.579915983196639,-284.1998749602968
-4.577915583116623,-283.82240300441686
-4.575915183036607,-283.4452607903425
-4.573914782956591,-283.0684481739871
-4.571914382876575,-282.69196501126453
-4.569913982796559,-282.315811158088
-4.567913582716543,-281.93998647037137
-4.565913182636527,-281.564490804028
-4.563912782556511,-281.18932401497165
-4.561912382476495,-280.8144859591157
-4.559911982396479,-280.4399764923738
-4.557911582316463,-280.06579547065945
-4.555911182236447,-279.6919427498864
-4.553910782156431,-279.3184181859679
-4.551910382076415,-278.94522163481787
-4.549909981996399,-278.5723529523496
-4.547909581916383,-278.1998119944769
-4.545909181836367,-277.82759861711304
-4.543908781756351,-277.45571267617186
-4.541908381676335,-277.0841540275667
-4.539907981596319,-276.71292252721133
-4.537907581516303,-276.34201803101917
-4.535907181436287,-275.9714403949039
-4.533906781356271,-275.6011894747789
-4.531906381276255,-275.23126512655796
-4.529905981196239,-274.8616672061545
-4.527905581116223,-274.4923955694822
-4.525905181036207,-274.12345007245443
-4.523904780956191,-273.75483057098495
-4.521904380876175,-273.3865369209872
-4.519903980796159,-273.0185689783749
-4.517903580716143,-272.6509265990614
-4.515903180636127,-272.2836096389605
-4.513902780556111,-271.91661795398556
-4.511902380476095,-271.54995140005025
-4.509901980396079,-271.1836098330681
-4.507901580316063,-270.81759310895274
-4.505901180236047,-270.4519010836176
-4.503900780156031,-270.08653361297644
-4.501900380076015,-269.72149055294267
-4.499899979995999,-269.3567717594299
-4.497899579915983,-268.99237708835165
-4.495899179835967,-268.6283063956216
-4.493898779755951,-268.2645595371532
-4.491898379675935,-267.90113636886014
-4.489897979595919,-267.53803674665585
-4.487897579515903,-267.175260526454
-4.485897179435887,-266.81280756416805
-4.483896779355871,-266.4506777157117
-4.481896379275855,-266.08887083699835
-4.479895979195839,-265.72738678394177
-4.477895579115823,-265.3662254124553
-4.475895179035807,-265.0053865784527
-4.473894778955791,-264.6448701378474
-4.471894378875775,-264.2846759465531
-4.469893978795759,-263.92480386048317
-4.467893578715743,-263.5652537355514
-4.465893178635727,-263.2060254276712
-4.463892778555711,-262.8471187927562
-4.461892378475695,-262.48853368671985
-4.459891978395679,-262.1302699654759
-4.457891578315663,-261.77232748493776
-4.455891178235647,-261.4147061010192
-4.453890778155631,-261.0574056696335
-4.451890378075615,-260.7004260466945
-4.449889977995599,-260.3437670881155
-4.447889577915583,-259.98742864981034
-4.445889177835567,-259.63141058769236
-4.443888777755551,-259.27571275767525
-4.441888377675535,-258.9203350156725
-4.439887977595519,-258.5652772175978
-4.437887577515503,-258.21053921936453
-4.435887177435487,-257.85612087688645
-4.433886777355471,-257.502022046077
-4.431886377275455,-257.1482425828498
-4.429885977195439,-256.7947823431183
-4.427885577115423,-256.4416411827963
-4.425885177035407,-256.08881895779706
-4.423884776955391,-255.7363155240344
-4.421884376875375,-255.3841307374218
-4.419883976795359,-255.0322644538728
-4.417883576715343,-254.68071652930098
-4.415883176635327,-254.32948681961994
-4.413882776555311,-253.97857518074318
-4.411882376475295,-253.62798146858438
-4.409881976395279,-253.2777055390569
-4.407881576315263,-252.92774724807458
-4.405881176235247,-252.5781064515507
-4.403880776155231,-252.22878300539907
-4.401880376075215,-251.87977676553308
-4.399879975995199,-251.53108758786644
-4.397879575915183,-251.18271532831255
-4.395879175835167,-250.83465984278513
-4.393878775755151,-250.48692098719764
-4.391878375675135,-250.13949861746372
-4.389877975595119,-249.79239258949687
-4.387877575515103,-249.44560275921074
-4.385877175435087,-249.09912898251878
-4.383876775355071,-248.75297111533467
-4.381876375275055,-248.40712901357185
-4.379875975195039,-248.06160253314405
-4.377875575115023,-247.71639152996465
-4.375875175035007,-247.3714958599474
-4.373874774954991,-247.0269153790057
-4.371874374874975,-246.68264994305326
-4.369873974794959,-246.33869940800352
-4.367873574714943,-245.99506362977016
-4.365873174634927,-245.6517424642666
-4.363872774554911,-245.30873576740657
-4.361872374474895,-244.9660433951035
-4.359871974394879,-244.62366520327106
-4.357871574314863,-244.28160104782273
-4.355871174234847,-243.9398507846722
-4.353870774154831,-243.5984142697328
-4.351870374074815,-243.2572913589184
-4.349869973994799,-242.91648190814232
-4.347869573914783,-242.57598577331825
-4.345869173834767,-242.23580281035967
-4.3438687737547514,-241.89593287518042
-4.341868373674735,-241.55637582369366
-4.339867973594719,-241.21713151181314
-4.337867573514703,-240.8781997954524
-4.335867173434687,-240.53958053052503
-4.333866773354671,-240.20127357294461
-4.331866373274655,-239.8632787786247
-4.329865973194639,-239.52559600347885
-4.327865573114623,-239.18822510342062
-4.325865173034607,-238.8511659343636
-4.323864772954591,-238.51441835222133
-4.321864372874575,-238.17798221290738
-4.319863972794559,-237.8418573723353
-4.317863572714543,-237.50604368641874
-4.315863172634527,-237.17054101107118
-4.313862772554511,-236.83534920220617
-4.311862372474495,-236.50046811573733
-4.309861972394479,-236.16589760757824
-4.307861572314463,-235.8316375336424
-4.305861172234447,-235.4976877498434
-4.303860772154431,-235.16404811209486
-4.301860372074415,-234.8307184763103
-4.299859971994399,-234.49769869840324
-4.297859571914383,-234.16498863428734
-4.295859171834367,-233.8325881398761
-4.293858771754351,-233.5004970710831
-4.291858371674335,-233.16871528382185
-4.289857971594319,-232.83724263400603
-4.287857571514303,-232.50607897754918
-4.285857171434287,-232.17522417036477
-4.283856771354271,-231.84467806836648
-4.281856371274255,-231.5144405274678
-4.279855971194239,-231.18451140358232
-4.277855571114223,-230.8548905526236
-4.275855171034207,-230.52557783050523
-4.273854770954191,-230.19657309314076
-4.271854370874175,-229.86787619644372
-4.269853970794159,-229.53948699632775
-4.267853570714143,-229.21140534870634
-4.265853170634127,-228.88363110949308
-4.263852770554111,-228.55616413460157
-4.261852370474095,-228.22900427994534
-4.259851970394079,-227.90215140143798
-4.257851570314063,-227.575605354993
-4.255851170234047,-227.24936599652403
-4.253850770154031,-226.9234331819446
-4.251850370074015,-226.59780676716832
-4.249849969993999,-226.27248660810872
-4.247849569913983,-225.94747256067933
-4.245849169833967,-225.6227644807938
-4.243848769753951,-225.2983622243656
-4.241848369673935,-224.97426564730836
-4.239847969593919,-224.65047460553563
-4.237847569513903,-224.32698895496094
-4.235847169433887,-224.00380855149794
-4.233846769353871,-223.68093325106014
-4.231846369273855,-223.3583629095611
-4.229845969193839,-223.0360973829144
-4.227845569113823,-222.7141365270336
-4.225845169033807,-222.39248019783227
-4.223844768953791,-222.07112825122394
-4.221844368873775,-221.75008054312227
-4.219843968793759,-221.4293369294407
-4.217843568713743,-221.1088972660929
-4.215843168633727,-220.78876140899237
-4.213842768553711,-220.4689292140527
-4.211842368473695,-220.1494005371875
-4.209841968393679,-219.83017523431025
-4.207841568313663,-219.51125316133454
-4.205841168233647,-219.19263417417397
-4.203840768153631,-218.87431812874212
-4.201840368073615,-218.5563048809525
-4.199839967993599,-218.23859428671864
-4.197839567913583,-217.92118620195424
-4.195839167833567,-217.60408048257275
-4.193838767753551,-217.2872769844878
-4.191838367673535,-216.9707755636129
-4.189837967593519,-216.65457607586166
-4.187837567513503,-216.3386783771476
-4.185837167433487,-216.02308232338436
-4.183836767353471,-215.70778777048545
-4.181836367273455,-215.39279457436444
-4.179835967193439,-215.0781025909349
-4.177835567113423,-214.7637116761104
-4.175835167033407,-214.44962168580452
-4.173834766953391,-214.13583247593078
-4.171834366873375,-213.82234390240276
-4.169833966793359,-213.50915582113407
-4.167833566713343,-213.19626808803824
-4.165833166633327,-212.88368055902885
-4.163832766553311,-212.57139309001946
-4.161832366473295,-212.2594055369236
-4.159831966393279,-211.94771775565485
-4.157831566313263,-211.63632960212684
-4.155831166233247,-211.32524093225308
-4.153830766153231,-211.01445160194712
-4.151830366073215,-210.70396146712255
-4.149829965993199,-210.39377038369292
-4.147829565913183,-210.08387820757184
-4.145829165833167,-209.77428479467284
-4.143828765753151,-209.46499000090947
-4.141828365673135,-209.15599368219534
-4.139827965593119,-208.84729569444397
-4.137827565513103,-208.53889589356896
-4.135827165433087,-208.23079413548385
-4.133826765353071,-207.9229902761022
-4.131826365273055,-207.61548417133764
-4.129825965193039,-207.30827567710364
-4.127825565113023,-207.00136464931387
-4.125825165033007,-206.6947509438818
-4.123824764952991,-206.38843441672103
-4.121824364872975,-206.08241492374512
-4.119823964792959,-205.77669232086768
-4.117823564712943,-205.47126646400218
-4.115823164632927,-205.16613720906233
-4.113822764552911,-204.86130441196156
-4.111822364472895,-204.55676792861348
-4.109821964392879,-204.25252761493167
-4.107821564312863,-203.9485833268297
-4.105821164232847,-203.64493492022112
-4.103820764152831,-203.34158225101947
-4.101820364072815,-203.03852517513837
-4.099819963992799,-202.73576354849135
-4.097819563912783,-202.43329722699198
-4.095819163832767,-202.13112606655386
-4.0938187637527506,-201.82924992309052
-4.0918183636727345,-201.52766865251547
-4.0898179635927185,-201.2263821107424
-4.0878175635127025,-200.9253901536848
-4.0858171634326865,-200.62469263725626
-4.0838167633526705,-200.3242894173703
-4.0818163632726545,-200.0241803499405
-4.0798159631926385,-199.72436529088048
-4.0778155631126225,-199.42484409610378
-4.0758151630326065,-199.1256166215239
-4.0738147629525905,-198.8266827230545
-4.0718143628725745,-198.52804225660913
-4.0698139627925585,-198.2296950781013
-4.0678135627125425,-197.93164104344459
-4.0658131626325265,-197.63388000855258
-4.0638127625525104,-197.33641182933889
-4.061812362472494,-197.03923636171697
-4.059811962392478,-196.74235346160046
-4.057811562312462,-196.44576298490293
-4.055811162232446,-196.14946478753794
-4.05381076215243,-195.85345872541902
-4.051810362072414,-195.55774465445975
-4.049809961992398,-195.26232243057373
-4.047809561912382,-194.96719190967448
-4.045809161832366,-194.6723529476756
-4.04380876175235,-194.37780540049064
-4.041808361672334,-194.08354912403317
-4.039807961592318,-193.78958397421675
-4.037807561512302,-193.49590980695496
-4.035807161432286,-193.20252647816133
-4.03380676135227,-192.90943384374944
-4.031806361272254,-192.61663175963287
-4.029805961192238,-192.3241200817252
-4.027805561112222,-192.03189866593996
-4.025805161032206,-191.73996736819075
-4.02380476095219,-191.44832604439108
-4.021804360872174,-191.15697455045455
-4.019803960792158,-190.86591274229477
-4.017803560712142,-190.57514047582524
-4.015803160632126,-190.2846576069595
-4.01380276055211,-189.9944639916112
-4.011802360472094,-189.7045594856939
-4.009801960392078,-189.41494394512108
-4.007801560312062,-189.1256172258064
-4.005801160232046,-188.8365791836634
-4.00380076015203,-188.54782967460557
-4.001800360072014,-188.25936855454654
-3.999799959991998,-187.9711956793999
-3.997799559911982,-187.6833109050792
-3.995799159831966,-187.39571408749796
-3.99379875975195,-187.10840508256976
-3.991798359671934,-186.82138374620823
-3.989797959591918,-186.53464993432686
-3.987797559511902,-186.24820350283923
-3.985797159431886,-185.96204430765894
-3.98379675935187,-185.67617220469953
-3.981796359271854,-185.39058704987457
-3.979795959191838,-185.10528869909763
-3.977795559111822,-184.82027700828226
-3.975795159031806,-184.53555183334203
-3.97379475895179,-184.25111303019054
-3.971794358871774,-183.9669604547413
-3.969793958791758,-183.68309396290792
-3.967793558711742,-183.39951341060393
-3.965793158631726,-183.1162186537429
-3.96379275855171,-182.83320954823841
-3.961792358471694,-182.55048595000406
-3.959791958391678,-182.26804771495335
-3.957791558311662,-181.98589469899989
-3.955791158231646,-181.7040267580572
-3.95379075815163,-181.42244374803892
-3.951790358071614,-181.14114552485853
-3.949789957991598,-180.86013194442967
-3.947789557911582,-180.57940286266586
-3.945789157831566,-180.29895813548066
-3.94378875775155,-180.01879761878766
-3.941788357671534,-179.73892116850044
-3.939787957591518,-179.4593286405325
-3.937787557511502,-179.1800198907975
-3.935787157431486,-178.90099477520891
-3.93378675735147,-178.62225314968038
-3.931786357271454,-178.3437948701254
-3.929785957191438,-178.0656197924576
-3.927785557111422,-177.7877277725905
-3.925785157031406,-177.51011866643768
-3.92378475695139,-177.23279232991268
-3.921784356871374,-176.9557486189291
-3.919783956791358,-176.67898738940053
-3.9177835567113424,-176.40250849724058
-3.9157831566313264,-176.12631179836262
-3.9137827565513104,-175.8503971486804
-3.9117823564712944,-175.57476440410736
-3.9097819563912783,-175.29941342055713
-3.9077815563112623,-175.02434405394328
-3.9057811562312463,-174.7495561601794
-3.9037807561512303,-174.47504959517897
-3.9017803560712143,-174.20082421485563
-3.8997799559911983,-173.92687987512292
-3.8977795559111823,-173.6532164318944
-3.8957791558311663,-173.37983374108367
-3.8937787557511503,-173.10673165860425
-3.8917783556711343,-172.83391004036972
-3.8897779555911183,-172.56136874229364
-3.8877775555111023,-172.28910762028957
-3.8857771554310863,-172.01712653027113
-3.8837767553510703,-171.7454253281518
-3.8817763552710542,-171.47400386984523
-3.8797759551910382,-171.20286201126495
-3.8777755551110222,-170.9319996083245
-3.8757751550310062,-170.66141651693746
-3.87377475495099,-170.39111259301743
-3.871774354870974,-170.12108769247794
-3.869773954790958,-169.85134167123255
-3.867773554710942,-169.58187438519485
-3.865773154630926,-169.31268569027839
-3.86377275455091,-169.04377544239674
-3.861772354470894,-168.77514349746346
-3.859771954390878,-168.50678971139214
-3.857771554310862,-168.23871394009632
-3.855771154230846,-167.97091603948954
-3.85377075415083,-167.70339586548542
-3.851770354070814,-167.4361532739975
-3.849769953990798,-167.16918812093937
-3.847769553910782,-166.90250026222452
-3.845769153830766,-166.63608955376662
-3.84376875375075,-166.36995585147915
-3.841768353670734,-166.1040990112757
-3.839767953590718,-165.8385188890699
-3.837767553510702,-165.57321534077522
-3.835767153430686,-165.30818822230526
-3.83376675335067,-165.0434373895736
-3.831766353270654,-164.77896269849379
-3.829765953190638,-164.5147640049794
-3.827765553110622,-164.25084116494403
-3.825765153030606,-163.98719403430118
-3.82376475295059,-163.72382246896447
-3.821764352870574,-163.46072632484743
-3.819763952790558,-163.19790545786364
-3.817763552710542,-162.93535972392667
-3.815763152630526,-162.67308897895006
-3.81376275255051,-162.41109307884744
-3.811762352470494,-162.14937187953228
-3.809761952390478,-161.88792523691822
-3.807761552310462,-161.6267530069188
-3.805761152230446,-161.36585504544757
-3.8037607521504304,-161.1052312084182
-3.8017603520704144,-160.84488135174408
-3.7997599519903984,-160.58480533133888
-3.7977595519103824,-160.32500300311617
-3.7957591518303664,-160.06547422298942
-3.7937587517503504,-159.80621884687235
-3.7917583516703344,-159.5472367306784
-3.7897579515903184,-159.28852773032122
-3.7877575515103024,-159.03009170171427
-3.7857571514302863,-158.77192850077128
-3.7837567513502703,-158.51403798340561
-3.7817563512702543,-158.25642000553103
-3.7797559511902383,-157.9990744230609
-3.7777555511102223,-157.742001091909
-3.7757551510302063,-157.4851998679887
-3.7737547509501903,-157.22867060721373
-3.7717543508701743,-156.97241316549753
-3.7697539507901583,-156.71642739875375
-3.7677535507101423,-156.46071316289587
-3.7657531506301263,-156.20527031383756
-3.7637527505501103,-155.95009870749226
-3.7617523504700943,-155.6951981997737
-3.7597519503900783,-155.44056864659524
-3.7577515503100622,-155.18620990387066
-3.7557511502300462,-154.93212182751336
-3.7537507501500302,-154.67830427343702
-3.7517503500700142,-154.4247570975551
-3.749749949989998,-154.17148015578127
-3.747749549909982,-153.918473304029
-3.745749149829966,-153.66573639821192
-3.74374874974995,-153.41326929424358
-3.741748349669934,-153.16107184803755
-3.739747949589918,-152.90914391550734
-3.737747549509902,-152.6574853525666
-3.735747149429886,-152.4060960151288
-3.73374674934987,-152.15497575910763
-3.731746349269854,-151.90412444041658
-3.729745949189838,-151.65354191496922
-3.727745549109822,-151.4032280386791
-3.725745149029806,-151.15318266745982
-3.72374474894979,-150.90340565722488
-3.721744348869774,-150.65389686388798
-3.719743948789758,-150.4046561433625
-3.717743548709742,-150.15568335156223
-3.715743148629726,-149.9069783444005
-3.71374274854971,-149.65854097779106
-3.711742348469694,-149.41037110764734
-3.709741948389678,-149.16246858988302
-3.707741548309662,-148.91483328041159
-3.705741148229646,-148.66746503514665
-3.70374074814963,-148.4203637100017
-3.701740348069614,-148.17352916089044
-3.699739947989598,-147.9269612437263
-3.697739547909582,-147.68065981442297
-3.695739147829566,-147.43462472889385
-3.69373874774955,-147.18885584305266
-3.691738347669534,-146.94335301281288
-3.689737947589518,-146.69811609408814
-3.687737547509502,-146.4531449427919
-3.685737147429486,-146.20843941483787
-3.68373674734947,-145.9639993661395
-3.681736347269454,-145.71982465261038
-3.679735947189438,-145.4759151301641
-3.677735547109422,-145.23227065471423
-3.675735147029406,-144.9888910821743
-3.67373474694939,-144.74577626845792
-3.671734346869374,-144.50292606947858
-3.669733946789358,-144.26034034114994
-3.667733546709342,-144.0180189393855
-3.665733146629326,-143.77596172009888
-3.66373274654931,-143.53416853920356
-3.661732346469294,-143.2926392526132
-3.659731946389278,-143.0513737162413
-3.657731546309262,-142.8103717860015
-3.655731146229246,-142.56963331780725
-3.65373074614923,-142.3291581675722
-3.651730346069214,-142.08894619120989
-3.649729945989198,-141.84899724463392
-3.647729545909182,-141.60931118375777
-3.645729145829166,-141.36988786449513
-3.64372874574915,-141.13072714275944
-3.641728345669134,-140.89182887446438
-3.639727945589118,-140.65319291552336
-3.637727545509102,-140.41481912185014
-3.635727145429086,-140.17670734935814
-3.63372674534907,-139.938857453961
-3.631726345269054,-139.70126929157223
-3.629725945189038,-139.46394271810544
-3.627725545109022,-139.22687758947419
-3.625725145029006,-138.99007376159204
-3.6237247449489898,-138.7535310903725
-3.6217243448689738,-138.51724943172925
-3.6197239447889578,-138.28122864157575
-3.6177235447089418,-138.04546857582565
-3.6157231446289257,-137.8099690903924
-3.6137227445489097,-137.5747300411897
-3.6117223444688937,-137.33975128413104
-3.6097219443888777,-137.10503267513002
-3.6077215443088617,-136.87057407010013
-3.6057211442288457,-136.63637532495503
-3.6037207441488297,-136.4024362956082
-3.6017203440688137,-136.16875683797332
-3.5997199439887977,-135.93533680796384
-3.5977195439087817,-135.7021760614934
-3.5957191438287657,-135.46927445447548
-3.5937187437487497,-135.23663184282378
-3.5917183436687337,-135.0042480824517
-3.5897179435887177,-134.772123029273
-3.5877175435087016,-134.54025653920104
-3.5857171434286856,-134.30864846814956
-3.5837167433486696,-134.077298672032
-3.5817163432686536,-133.846207006762
-3.5797159431886376,-133.61537332825304
-3.5777155431086216,-133.38479749241884
-3.5757151430286056,-133.1544793551728
-3.5737147429485896,-132.9244187724286
-3.5717143428685736,-132.69461560009972
-3.5697139427885576,-132.4650696940998
-3.5677135427085416,-132.23578091034236
-3.5657131426285256,-132.006749104741
-3.5637127425485096,-131.77797413320923
-3.5617123424684936,-131.54945585166067
-3.5597119423884775,-131.32119411600885
-3.5577115423084615,-131.0931887821674
-3.5557111422284455,-130.86543970604976
-3.5537107421484295,-130.63794674356964
-3.5517103420684135,-130.41070975064045
-3.5497099419883975,-130.18372858317593
-3.5477095419083815,-129.9570030970895
-3.5457091418283655,-129.73053314829482
-3.5437087417483495,-129.50431859270537
-3.5417083416683335,-129.27835928623483
-3.5397079415883175,-129.05265508479664
-3.5377075415083015,-128.8272058443045
-3.5357071414282855,-128.6020114206718
-3.5337067413482695,-128.3770716698123
-3.5317063412682534,-128.1523864476394
-3.5297059411882374,-127.92795561006676
-3.5277055411082214,-127.7037790130079
-3.5257051410282054,-127.47985651237647
-3.5237047409481894,-127.25618796408591
-3.5217043408681734,-127.03277322404989
-3.5197039407881574,-126.80961214818188
-3.5177035407081414,-126.58670459239556
-3.5157031406281254,-126.3640504126044
-3.5137027405481094,-126.14164946472201
-3.5117023404680934,-125.91950160466195
-3.5097019403880774,-125.69760668833777
-3.5077015403080614,-125.47596457166301
-3.5057011402280454,-125.25457511055134
-3.5037007401480293,-125.03343816091618
-3.5017003400680133,-124.81255357867124
-3.4996999399879973,-124.59192121972998
-3.4976995399079813,-124.37154094000604
-3.4956991398279653,-124.15141259541292
-3.4936987397479493,-123.93153604186422
-3.4916983396679333,-123.71191113527347
-3.4896979395879173,-123.49253773155432
-3.4876975395079013,-123.27341568662024
-3.4856971394278853,-123.05454485638488
-3.4836967393478693,-122.83592509676168
-3.4816963392678533,-122.61755626366435
-3.4796959391878373,-122.39943821300638
-3.4776955391078213,-122.18157080070137
-3.4756951390278052,-121.9639538826628
-3.4736947389477892,-121.74658731480434
-3.4716943388677732,-121.5294709530395
-3.4696939387877572,-121.31260465328188
-3.467693538707741,-121.09598827144501
-3.465693138627725,-120.87962166344249
-3.4636927385477096,-120.66350468518786
